tau,late_rate,avg_promise_days,coverage,expected_cost,policy
0.1,0.8904109589041096,7.915114544764319,0.1095890410958904,13.425985539529318,p10
0.5,0.4712328767123287,10.493701729614436,0.5287671232876713,4.827620331185832,p50
0.9,0.11780821917808215,12.974491720189944,0.8821917808219178,3.193804701529108,p90
