target_coverage,empirical_coverage,mean_interval_width,conformal_quantile
0.8,0.7431693989071039,5.075620722075906,0.010478375196161238
0.85,0.7868852459016393,5.544262701613207,0.2447993649648117
0.9,0.825136612021858,6.109929256571998,0.5276326424442068
0.95,0.9508196721311475,8.057868608105274,1.5016023182108453
