policy,quantile,coverage,average_promised,average_actual,average_lateness,average_earliness,expected_cost
p50,0.5,0.5107850951479526,11.023296152528449,13.33236549592895,4.110009946679815,1.8009406032793116,22.350990336678386
p90,0.9,0.8424579057487297,19.983735456212088,13.33236549592895,1.4655182274899412,8.116888187773077,15.444479325222783
