group,coverage,average_promised,average_actual,average_lateness,average_earliness,expected_cost,sample_count,policy,quantile
8f78f0903005064036736c7173a5c2ed,0.5,24.238064706334196,21.413396990740743,2.278922768684266,5.1035904842777216,16.498204327699053,4.0,q90,0.9
8fbd63429be6d3e5e6d1a709b6464802,1.0,21.12437706860211,8.406583719135801,0.0,12.71779334946631,12.71779334946631,6.0,q90,0.9
8fbe2ee446b97e128471be4ce983dc0d,1.0,21.097650900657484,10.296458333333334,0.0,10.80119256732415,10.80119256732415,1.0,q90,0.9
8fd3b4468f6425810648177996c14cbd,1.0,21.033971324363012,9.97412037037037,0.0,11.059850953992642,11.059850953992642,1.0,q90,0.9
8fe8786ee000001ab51d030dfd4a7bf1,1.0,22.355636205727702,11.830159143518518,0.0,10.525477062209186,10.525477062209186,4.0,q90,0.9
8fec2e460530482132c436cfb5439925,0.6666666666666666,18.66792076331806,21.85567901234568,9.954511166581476,6.766752917553859,56.53930875046123,3.0,q90,0.9
8ff1a9df749e454105c55cda13e79143,1.0,20.3107972409449,11.112336033950617,0.0,9.198461206994283,9.198461206994283,6.0,q90,0.9
900ba814c251a692506d7834c1218441,0.8780487804878049,23.105216365351126,12.239178523035228,1.1337070604133206,11.999744902729216,17.66828020479582,41.0,q90,0.9
901b460cdce0c64e471230d7f2f9f3a3,1.0,21.200516162517538,11.30185185185185,0.0,9.898664310665687,9.898664310665687,2.0,q90,0.9
903037660cf848a717166eb7a06d616e,0.9333333333333333,18.385822464493117,9.48865663580247,0.5288738640145906,9.426039692705235,12.070409012778187,15.0,q90,0.9
90b57083da5d803237da74daec6dcb2b,1.0,21.050416661288512,7.904450231481482,0.0,13.14596642980703,13.14596642980703,2.0,q90,0.9
910a922b426b7ff95eaee129ad6c0e1f,1.0,20.468086781487077,14.63134837962963,0.0,5.836738401857447,5.836738401857447,2.0,q90,0.9
9140bd1d9de28b197dce077bdd687438,1.0,21.405693094926733,4.713726851851852,0.0,16.69196624307488,16.69196624307488,2.0,q90,0.9
91543f9849d68d023e17194926598543,1.0,21.28873857128778,10.859780092592592,0.0,10.428958478695188,10.428958478695188,1.0,q90,0.9
916c9de0b5ad957346eeeb12f332687e,1.0,19.83024876451513,8.252202932098767,0.0,11.578045832416365,11.578045832416365,12.0,q90,0.9
